1.4796875000000000e+01	1.0000000000000001e-01	6
1.4796875000000000e+01	1.0000000000000000e-02	12
1.4801269531250000e+01	1.0000000000000000e-03	23
1.4801132202148438e+01	1.0000000000000000e-04	39
1.4801132202148438e+01	1.0000000000000001e-05	55
1.4801135957241058e+01	1.0000000000000002e-06	79
1.4801135957241058e+01	1.0000000000000002e-07	103
1.4801135940477252e+01	1.0000000000000002e-08	132
